Nom de la gare;Code UIC;Code postal;% Non Voyageurs;Total Voyageurs 2024;Total Voyageurs + Non voyageurs 2024;Total Voyageurs 2023;Total Voyageurs + Non voyageurs 2023;Total Voyageurs 2022;Total Voyageurs + Non voyageurs 2022
Roanne;87726802;42300;0.2;1092027;1365034;997055;1246319;944259;1180323
Roeschwoog;87212407;67480;0.0;69968;69968;72974;72974;72205;72205
Romilly-la-Puthenaye;87387175;27170;0.0;9003;9003;8618;8618;8685;8685
Rosheim;87214320;67560;0.2;228925;286156;217360;271701;206857;258572
Saales;87214783;67420;0.0;71394;71394;75095;75095;54627;54627
Saint-Aubin - Saint-Luperce;87394213;28300;0.0;25136;25136;21617;21617;23878;23878
Saint-Blaise-la-Roche Poutay;87214742;67420;0.0;62007;62007;57192;57192;55525;55525
Saint-Césaire;87775072;30900;0.0;39197;39197;25209;25209;21475;21475
Sainte-Anne;87476648;56400;0.0;32866;32866;30090;30090;26342;26342
Saint-Féliu-d'Avall;87784520;66170;0.0;3223;3223;3389;3389;1989;1989
Saint-Gilles-Croix-de-Vie;87486571;85800;0.0;157705;157705;148819;148819;138563;138563
Saint-Laurent-d'Aigouze;87775841;30220;0.0;3549;3549;1396;1396;2259;2259
Saint-Omer;87281444;62500;0.2;1064497;1330621;942826;1178533;886185;1107731
Saint-Paul-de-Varax;87723783;1240;0.0;83175;83175;83955;83955;82581;82581
Saint-Priest;87723353;69800;0.03000000000000005;251175;258943;220601;227424;204808;211142
Saint-Rome-de-Cernon;87783431;12490;0.0;5128;5128;5390;5390;3345;3345
Saint-Victurnien;87592683;87420;0.0;4444;4444;4958;4958;7943;7943
Sartrouville;87386417;78500;0.0;11419082;11419082;10355462;10355462;10048491;10048491
Saumur;87487603;49400;0.2;966833;1208541;904742;1130928;815965;1019956
Savigny-le-Temple - Nandy;87682187;77176;0.0;4215424;4215424;3713176;3713176;3489606;3489606
Savigny-sur-Orge;87545236;91600;0.0;7966314;7966314;7223917;7223917;6788452;6788452
Sennecey-le-Grand;87725614;71240;0.0;39100;39100;40725;40725;44934;44934
Serqueux;87411470;76440;0.0;80617;80617;82527;82527;79619;79619
Souppes - Château-Landon;87684217;77460;0.0;792738;792738;728892;728892;563770;563770
Taconnaz;87746750;74310;0.0;7605;7605;5405;5405;5492;5492
Thann;87182568;68800;0.1999999999999999;217729;272161;202260;252825;151899;189873
Thuès Carença;87784751;66360;0.0;4266;4266;3921;3921;3743;3743
Tieffenbach - Struth;87215699;67290;0.0;78977;78977;73264;73264;72219;72219
Ur - Les Escaldes;87784884;66760;0.0;182;182;289;289;122;122
Valençay;87576215;36600;0.0;30214;30214;29348;29348;39051;39051
Vaucelles;87276626;95150;0.0;663827;663827;601907;601907;597564;597564
Verdun;87175778;55100;0.2;184398;230498;218513;273142;181819;227274
Verzeille;87615138;11250;0.0;734;734;855;855;679;679
Vieux-Thann Zone Industrielle;87181289;68800;0.0;36878;36878;26367;26367;24439;24439
Villefranche-sur-Saône;87721332;69400;0.12;2829718;3215589;2622739;2980386;2450701;2784888
Villeperdue;87575043;37260;0.0;69586;69586;67146;67146;68668;68668
Villiers-le-Bel - Gonesse - Arnouville;87276220;95400;0.0;12566762;12566762;10546906;10546906;9912578;9912578
Vincey;87144063;88450;0.0;63028;63028;82335;82335;55978;55978
Vions - Chanaz;87741108;73310;0.0;13352;13352;16228;16228;17568;17568
Viroflay Rive Gauche;87393215;78220;0.0;5781949;5781949;5243758;5243758;4651553;4651553
Wilwisheim;87212175;67270;0.0;55475;55475;52980;52980;49664;49664
Achères Ville;87381657;78260;0.0;4073480;4073480;3694037;3694037;3645213;3645213
Aiguebelette-le-Lac;87741421;73610;0.0;3540;3540;4394;4394;4046;4046
Allenc;87783654;48190;0.0;773;773;692;692;409;409
Antibes;87757674;6600;0.13;3414872;3925141;3153616;3624846;2593610;2981162
Arengosse;87671479;40110;0.0;4633;4633;4233;4233;4371;4371
Arleux;87345421;59151;0.0;15728;15728;28195;28195;29115;29115
Armentières;87286146;59280;0.2;1072940;1341175;970659;1213324;850773;1063466
Banassac - La Canourgue;87783324;48500;0.0;13283;13283;16222;16222;8102;8102
Besançon Mouillère;87718015;25000;0.0;34698;34698;64478;64478;63088;63088
Beuvrages;87343160;59192;0.0;2669;2669;1804;1804;1989;1989
Biganos Facture;87582478;33380;0.09999999999999992;1250870;1389855;1189744;1321938;1100339;1222599
Brassac-les-Mines - Sainte-Florine;87734244;63570;0.0;122704;122704;120753;120753;111809;111809
Cattenières;87345587;59217;0.0;27;27;17;17;397;397
Chaville - Vélizy;87393173;92370;0.0;1458468;1458468;1322775;1322775;1243912;1243912
Chépy - Valines;87317495;80210;0.0;343;343;107;107;207;207
Chevilly;87543041;45520;0.0;65988;65988;60397;60397;74171;74171
Coignières;87393272;78310;0.0;639550;639550;580684;580684;386452;386452
Colomiers;87611467;31770;0.1999999999999999;254933;318666;288670;360838;245429;306786
Colroy - Lubine;87144386;88490;0.0;0;0;0;0;0;0
Courcy - Brimont;87171710;51220;0.0;40603;40603;43755;43755;31723;31723
Crépy - Couvron;87296152;2870;0.0;4175;4175;3634;3634;4207;4207
Diemeringen;87215665;67430;0.0;144953;144953;129082;129082;130647;130647
Dingé;87478040;35440;0.0;14285;14285;12782;12782;12371;12371
Drusenheim;87212357;67410;0.0;142669;142669;133896;133896;127999;127999
Épernay;87171553;51200;0.02999999999999997;996871;1027702;973775;1003892;835958;861812
Frasne;87715136;25560;0.2;266898;333623;259678;324598;256586;320732
Gannat;87732404;3800;0.0;95694;95694;93252;93252;86791;86791
Gorges;87481432;44190;0.0;96092;96092;86385;86385;75277;75277
Grandvillars;87184432;90600;0.0;10741;10741;10991;10991;11796;11796
Hasenrain;87181024;68100;0.0;0;0;0;0;0;0
Haussmann Saint-Lazare;87281899;75009;0.0;38268052;38268052;34704501;34704501;32617013;32617013
Haybes;87172106;8170;0.0;49152;49152;46999;46999;33619;33619
Hettange-Grande;87191163;57330;0.2;557786;697232;512538;640672;497593;621992
Hochfelden;87212167;67270;0.1999999999999999;275247;344059;257703;322129;250777;313472
Hoelschloch;87213413;67250;0.0;21270;21270;21391;21391;24275;24275
Hoffen;87213447;67250;0.0;16148;16148;14864;14864;13869;13869
Igney;87144089;88150;0.0;13450;13450;18946;18946;18840;18840
Is-sur-Tille;87713859;21120;0.0;202783;202783;163850;163850;154522;154522
La Chaumusse - Fort-du-Plasne;87715391;39150;0.0;993;993;1344;1344;1843;1843
La Couronne;87583617;16400;0.0;11236;11236;364;364;0;0
La Forest-Landerneau;87474221;29800;0.01000000000000001;71755;72480;71398;72120;72201;72930
La Guierche;87396036;72380;0.0;29815;29815;23550;23550;17497;17497
Laguépie;87613471;82250;0.0;11074;11074;11211;11211;10284;10284
Langeais;87571828;37130;0.2;307322;384153;290667;363334;290764;363456
Laragne-Montéglin;87763755;5300;0.0;23702;23702;19873;19873;18312;18312
Larche;87594424;19600;0.0;1;1;1;1;3;3
Le Bosquet;87757757;6150;0.0;143671;143671;131178;131178;111383;111383
Le Bousquet-d'Orb;87781583;34260;0.0;2870;2870;3220;3220;2364;2364
Le Bugue;87595744;24260;0.0;15827;15827;13311;13311;10534;10534
Leforest;87345223;62790;0.1999999999999999;231080;288850;225241;281551;226347;282934
Les Lacs;87471516;35500;0.0;25628;25628;22496;22496;19437;19437
Les Quatre Roues;87576181;41200;0.0;5303;5303;4110;4110;2428;2428
Les Sables-d'Olonne;87486449;85100;0.15;603120;709553;553077;650679;534771;629142
Lestelle-de-Saint-Martory;87611111;31360;0.0;164;164;557;557;355;355
Lille Porte de Douai;87287250;59000;0.0;43198;43198;36478;36478;34090;34090
Longuerue - Vieux-Manoir;87411447;76750;0.0;19440;19440;17196;17196;11774;11774
Loreux;87576157;41200;0.0;10899;10899;11957;11957;11593;11593
Lunery;87576280;18400;0.0;282;282;657;657;661;661
Lycée Henri Sellier;87988717;93190;0.0;1934000;1934000;1753776;1753776;1648127;1648127
Lyon Jean Macé;87282624;69007;0.1999999999999999;1817787;2272234;1578497;1973121;1473871;1842339
Massy - Palaiseau;87393579;91300;0.0;3215149;3215149;7877252;7877252;3755971;3755971
Mommenheim;87212142;67670;0.1999999999999999;316721;395901;317382;396728;258153;322691
Montbrison;87726448;42600;0.0;153176;153176;145354;145354;143348;143348
Montoir-de-Bretagne;87481713;44550;0.0;56237;56237;48996;48996;35114;35114
Monts;87575035;37260;0.2;193782;242227;183016;228770;213404;266755
Moulis - Listrac;87581231;33480;0.0;46905;46905;45667;45667;35916;35916
Mourmelon-le-Petit;87174409;51400;0.0;111725;111725;104083;104083;87074;87074
Neuville Université;87334482;95000;0.0;3657949;3657949;3317212;3317212;3268443;3268443
Parc des Expositions;87271486;93420;0.0;3480289;3480289;3156050;3156050;2304239;2304239
Péreire - Levallois;87381012;75017;0.0;4364923;4364923;3958143;3958143;3719484;3719484
Phalempin;87286500;59133;0.2;280231;350289;257305;321632;238185;297732
Pibrac;87611830;31820;0.0;115815;115815;118800;118800;98791;98791
Pihen-lès-Guînes;87316679;62340;0.0;957;957;577;577;212;212
Plerguer;87478123;35540;0.0;1182;1182;1372;1372;1728;1728
Pleyber-Christ;87474320;29410;0.0;7866;7866;6703;6703;6326;6326
Pontorson - Mont-Saint-Michel;87478263;50170;0.0;78308;78308;50180;50180;39834;39834
Port-Sainte-Marie;87586107;47130;0.0;82324;82324;75873;75873;66274;66274
Pouzauges;87487314;85700;0.0;2187;2187;2133;2133;1857;1857
Pulligny - Autrey;87141564;54160;0.0;0;0;0;0;0;0
Rilly-la-Montagne;87171595;51500;0.0;126919;126919;110502;110502;92751;92751
Rouessé-Vassé;87396259;72140;0.0;241;241;1613;1613;2160;2160
Rue;87317404;80120;0.1999999999999999;228438;285548;191427;239283;164345;205431
Saint-Amour;87718296;39160;0.0;87714;87714;76149;76149;72746;72746
Saint-Germain-des-Fossés;87732206;3260;0.2;188743;235929;193180;241476;154050;192562
Saint-Hilaire - Brizambourg;87491324;17770;0.0;2268;2268;1154;1154;1160;1160
Saint-Léonard;87144477;88650;0.0;0;0;11;11;266;266
Saint-Marcel en Dombes;87723742;1390;0.0;86817;86817;81632;81632;70447;70447
Saint-Paterne-Racan;87571554;37370;0.0;19548;19548;20475;20475;23542;23542
Saint-Pierre-du-Vauvray;87415646;27430;0.0;29;29;0;0;0;0
Saléchan - Siradan;87618710;65370;0.0;195;195;265;265;504;504
Saverne;87212225;67700;0.2;1499240;1874050;1440295;1800369;1312771;1640964
Senozan;87725671;71260;0.0;11626;11626;11522;11522;10385;10385
Sète;87773200;34200;0.1999999999999999;1506642;1883302;1440454;1800567;1295199;1618999
Sillery;87171637;51500;0.0;0;0;0;0;0;0
Surdon;87444562;61570;0.0;92366;92366;128908;128908;118394;118394
Taverny;87276634;95150;0.0;1621261;1621261;1470194;1470194;1535829;1535829
Tonnerre;87713198;89700;0.0;159783;159783;155320;155320;144629;144629
Trégonneau - Squiffiec;87473819;22200;0.0;1068;1068;1360;1360;1667;1667
Vandières;87192476;54121;0.0;9342;9342;9321;9321;11202;11202
Vauboyen;87393538;78350;0.0;228278;228278;207004;207004;194880;194880
Vauzelles;87691469;58640;0.0;854;854;696;696;366;366
Vendôme - Villiers-sur-Loir TGV;87571216;41100;0.1999999999999999;519514;649393;488009;610011;465035;581294
Vertaizon;87734426;63910;0.2;188066;235082;164123;205154;159478;199348
Veuves - Monteaux;87574327;41150;0.0;1824;1824;1713;1713;4877;4877
Veynes Dévoluy;87763300;5400;0.0;92146;92146;80715;80715;73563;73563
Vic - Mireval;87773531;34110;0.0;66432;66432;59742;59742;50569;50569
Vigneux-sur-Seine;87681304;91270;0.0;5792788;5792788;5676833;5676833;5334560;5334560
Villaines-sous-Bois;87272021;95570;0.0;103028;103028;93418;93418;97742;97742
Villefort;87775197;48800;0.0;25015;25015;26311;26311;18520;18520
Villeneuve-Saint-Georges;87681825;94190;0.0;16901268;16901268;15726701;15726701;14780961;14780961
Villiers-en-Lieu;87175208;52100;0.0;0;0;381;381;509;509
Wissembourg;87213470;67160;0.1999999999999999;267687;334608;253716;317145;250964;313706
Woincourt;87317511;80520;0.0;867;867;639;639;674;674
Yvetot;87413385;76190;0.1999999999999999;1115168;1393960;1188814;1486017;1039150;1298937
Albias;87613398;82350;0.0;29041;29041;30476;30476;26119;26119
Appilly;87296459;60400;0.0;9409;9409;9135;9135;8655;8655
Aspres-sur-Buëch;87763250;5140;0.0;6784;6784;5047;5047;3469;3469
Bédarrides;87765198;84370;0.0;23262;23262;21013;21013;17713;17713
Bords;87491019;17430;0.0;24870;24870;20131;20131;14598;14598
Bailleul;87286179;59270;0.01999999999999994;1346414;1373892;1169248;1193111;1050990;1072439
Brunémont;87345439;59151;0.0;962;962;3057;3057;3077;3077
Caudéran Mérignac;87581538;33700;0.15;53379;62799;51052;60061;51415;60489
Bergues;87281105;59380;0.2;206893;258617;180746;225933;164790;205988
Chalais;87583690;16210;0.0;44069;44069;35324;35324;31156;31156
Boën-sur-Lignon;87726471;42130;0.0;28265;28265;30674;30674;27226;27226
Chevrières;87276311;60710;0.0;49528;49528;38607;38607;28028;28028
Brazey-en-Plaine;87713644;21470;0.0;53002;53002;45705;45705;45283;45283
Chorges;87763425;5230;0.0;30519;30519;28967;28967;26842;26842
Brétigny-sur-Orge;87545194;91220;0.0;6450745;6450745;5849583;5849583;5496901;5496901
Conlie;87396218;72240;0.0;68499;68499;65904;65904;53288;53288
Cernay (Haut-Rhin);87182410;68700;0.1999999999999999;605938;757423;561765;702207;421687;527109
Coudekerque-Branche;87281402;59210;0.0;12369;12369;9750;9750;11117;11117
Chabenet;87597112;36800;0.0;101;101;187;187;135;135
Crest;87761783;26400;0.0;111228;111228;99305;99305;95904;95904
Chartres;87394007;28000;0.1999999999999999;3536538;4420672;3365226;4206532;3394491;4243113
Chartrettes;87682419;77590;0.0;64007;64007;58036;58036;44116;44116
Chelles - Gournay;87116111;77500;0.0;11363257;11363257;10304177;10304177;9379970;9379970
Corgoloin;87713537;21700;0.0;19587;19587;14595;14595;13671;13671
Couëron;87481804;44220;0.0;76155;76155;66646;66646;57885;57885
Couffoulens - Leuc;87615120;11250;0.0;957;957;966;966;826;826
Deville;87172064;8800;0.0;34500;34500;34834;34834;32295;32295
Dugny - La Courneuve T11;87697342;93120;0.0;1431878;1431878;1298446;1298446;1220226;1220226
Dunkerque;87281006;59140;0.09999999999999995;2249345;2499272;2042446;2269384;1905250;2116944
Eu;87317537;76260;0.0;28711;28711;31117;31117;33338;33338
Fontenoy-sur-Moselle;87141051;54840;0.0;3672;3672;3827;3827;2520;2520
Gazinet Cestas;87582403;33610;0.1999999999999999;441758;552197;413667;517084;391615;489519
Fenouillet - Saint-Alban;87611962;31150;0.0;48;48;14;14;25;25
Gilley;87718577;25650;0.0;13613;13613;32457;32457;25658;25658
Figeac;87613091;46100;0.1999999999999999;214108;267635;200755;250943;161366;201708
Gresswiller;87214593;67190;0.2;161014;201267;160762;200952;166115;207644
Ille-sur-Têt;87784561;66130;0.0;41449;41449;14890;14890;9957;9957
Fontpédrouse;87784769;66360;0.0;5388;5388;5275;5275;4448;4448
La Ferté-sous-Jouarre;87116517;77260;0.0;2195227;2195227;1990462;1990462;1443454;1443454
Fouquereuil;87342204;62232;0.0;1277;1277;1338;1338;1438;1438
La Verrière;87393256;78320;0.0;5191743;5191743;3984511;3984511;3416383;3416383
L'Aigle;87444638;61300;0.21;213643;270434;212798;269365;191084;241879
Goncelin;87747477;38570;0.0;401853;401853;384902;384902;379638;379638
Gonfaron;87755397;83590;0.0;35061;35061;33585;33585;34170;34170
Herbitzheim;87193672;67260;0.0;41398;41398;42463;42463;40427;40427
Herblay;87381889;95220;0.0;3710050;3710050;3364563;3364563;3356330;3356330
Hundling;87193540;57990;0.0;3894;3894;13909;13909;17112;17112
Jarville-la-Malgrange;87141010;54140;0.0;63383;63383;56411;56411;47559;47559
La Baule-Escoublac;87481754;44500;0.2;586554;733192;570861;713576;538604;673256
La Bohalle;87487843;49800;0.0;25468;25468;26194;26194;24044;24044
Landébia;87473264;22130;0.0;4612;4612;2916;2916;1784;1784
Lantenay;87712323;21370;0.0;19691;19691;18750;18750;17267;17267
Le Croisic;87481788;44490;0.0;152113;152113;144558;144558;139448;139448
Lépanges;87144048;88600;0.0;1280;1280;858;858;1992;1992
Les Boullereaux Champigny;87113779;94500;0.0;2750821;2750821;2494663;2494663;2344609;2344609
Les Échets;87723718;1700;0.0;193909;193909;178663;178663;163815;163815
L'Étang-la-Ville;87382473;78620;0.0;561798;561798;509395;509395;543856;543856
Ligugé;87575274;86240;0.0;22236;22236;15885;15885;16716;16716
Lillers;87342238;62190;0.2;197032;246290;173074;216342;173657;217071
Lisle-sur-Tarn;87615310;81310;0.0;98225;98225;108863;108863;102884;102884
Lison;87447219;14330;0.1999999999999999;211039;263799;233066;291333;222846;278557
Longueil-Annel;87272195;60150;0.0;32888;32888;27737;27737;23579;23579
Luçon;87486258;85400;0.0;96291;96291;93967;93967;84144;84144
Luttenbach-près-Munster;87182543;68140;0.0;15291;15291;15411;15411;10862;10862
Lyon Part Dieu;87723197;69003;0.25;42434779;56579705;40088689;53451586;36558465;48744620
Lyon Saint-Paul;87721159;69005;0.1999999999999999;1636218;2045272;1508456;1885570;1561710;1952137
Machilly;87745588;74140;0.0;91059;91059;72138;72138;62611;62611
Mâcon Loché TGV;87725705;71000;0.1999999999999999;455150;568938;465175;581469;440823;551028
Mailly-la-Ville;87683847;89270;0.0;7819;7819;8299;8299;7557;7557
Malansac;87476689;56220;0.0;87304;87304;77853;77853;68061;68061
Malling;87191627;57480;0.0;30;30;46;46;33;33
Marmagne;87576132;18500;0.0;6979;6979;7874;7874;8259;8259
Maromme;87411249;76960;0.0;84221;84221;101808;101808;82186;82186
Le Molay-Littry;87444083;14330;0.0;48274;48274;42160;42160;30875;30875
Lentilly Charpenay;87566919;69210;0.2;253447;316809;223242;279052;226783;283478
Les Quatre-Routes-du-Lot;87594564;46110;0.0;5116;5116;3441;3441;2856;2856
L'Escarène;87756809;6440;0.0;34670;34670;36526;36526;28387;28387
Lezoux;87734442;63190;0.0;93308;93308;88586;88586;84425;84425
L'Hôpital-du-Grosbois;87718528;25620;0.0;15081;15081;18156;18156;20109;20109
Liancourt - Rantigny;87276212;60140;0.07999999999999992;310705;337723;281095;305538;261503;284242
Lieusaint - Moissy;87682153;77127;0.0;6914078;6914078;5153501;5153501;4842725;4842725
Lille CHR;87109306;59000;0.1999999999999999;379266;474082;349246;436558;312323;390403
Lisière Pereire;87733683;78100;0.0;574847;574847;521227;521227;246807;246807
Lizy-sur-Ourcq;87116632;77440;0.0;362933;362933;329089;329089;307473;307473
Lothiers;87597104;36350;0.0;253;253;202;202;52;52
Luc-la-Primaube;87615773;12450;0.0;14143;14143;12708;12708;11661;11661
Mantes Station;87381590;78200;0.0;1277158;1277158;1157747;1157747;1102053;1102053
Marienthal;87213603;67500;0.0;71592;71592;72487;72487;62889;62889
Marseille-en-Beauvaisis;87313726;60860;0.0;65733;65733;70620;70620;56797;56797
Mauzens-et-Miremont;87595728;24260;0.0;0;0;0;0;0;0
Merrey;87142406;52240;0.0;0;0;0;0;0;0
Messein;87141499;54850;0.0;12677;12677;13524;13524;12242;12242
Meuse TGV;87147322;55220;0.2;258728;323410;290795;363494;263062;328827
Milly-sur-Thérain;87313700;60112;0.0;15904;15904;10090;10090;9119;9119
Moirans La Galifette;87747691;38430;0.2;195920;244900;189917;237396;184249;230312
Montbéliard;87184523;25200;0.1999999999999999;717948;897435;632495;790619;601319;751649
Moret - Veneux-les-Sablons;87682278;77250;0.0;1516716;1516716;1375243;1375243;1186265;1186265
Morières-lès-Avignon;87765420;84310;0.0;39037;39037;35146;35146;32264;32264
Morteau;87718619;25500;0.2;107370;134213;196387;245484;169575;211969
Mothern;87212456;67470;0.0;4214;4214;4999;4999;5002;5002
Motteville;87411280;76970;0.0;67908;67908;69745;69745;63184;63184
Neuilly - Porte Maillot;87381020;75017;0.0;4548277;4548277;4124410;4124410;3875725;3875725
Nice Riquier;87756353;6300;0.2;2857250;3571563;2633233;3291542;2350877;2938596
Nyer;87784736;66360;0.0;268;268;314;314;281;281
Osséja;87784868;66340;0.0;520;520;638;638;800;800
Ossès - Saint-Martin-d'Arrossa;87673707;64780;0.0;8213;8213;8372;8372;5840;5840
Parsac - Gouzon;87597724;23140;0.0;1020;1020;669;669;349;349
Peillon Sainte-Thècle;87756783;6440;0.0;12830;12830;15395;15395;11074;11074
Pernes - Camblain;87342550;62550;0.0;22463;22463;17239;17239;14043;14043
Pierre-Bénite;87722231;69310;0.0;57700;57700;56862;56862;47996;47996
Podensac;87582734;33720;0.0;104010;104010;99782;99782;90710;90710
Pons;87491100;17800;0.0;57668;57668;44166;44166;41789;41789
